projectId,department,document_type,title,progress,views,project_card_size_Kb
145150,Минэкономразвития России,Проект постановления Правительства Российской Федерации,О внесении изменений в Правила предоставления субсидий из федерального бюджета бюджетам субъектов Российской Федерации на реализацию мероприятий индивидуальных программ социально-экономического развития,1,330,0.5810546875
145151,Минприроды России,Проект ведомственного акта,"Проект приказа Минприроды России «Об утверждении Порядка предоставления и состава информации, содержащейся в специальных картах (схемах)»",0,385,0.3955078125
145149,Росавиация,Проект ведомственного акта,"Административный регламент Федерального агентства воздушного транспорта по предоставлению государственной услуги «Оформление, приостановление действия и аннулирование сертификата летной годности беспилотного гражданского воздушного судна с максимальной взлетной массой более 30 килограммов на основании акта оценки беспилотного гражданского воздушного судна на его соответствие применимым требованиям к летной годности и требованиям в области охраны окружающей среды от воздействия деятельности в области авиации»",1,300,0.587890625
145148,Минобороны России,Проект Указа Президента Российской Федерации,"О внесении изменений
в Устав внутренней службы Вооруженных Сил
Российской Федерации и Дисциплинарный устав Вооруженных Сил Российской Федерации, утвержденные Указом Президента Российской Федерации
 от 10 ноября 2007 г. № 1495",1,359,0.5703125
145147,Минсельхоз России,Проект ведомственного акта,Об утверждении перечней направлений целевого использования льготных краткосрочных кредитов и льготных инвестиционных кредитов,1,567,0.37109375
145146,Минобороны России,Проект ведомственного акта,"Об утверждении Порядка участия
военнослужащих Вооруженных Сил Российской
Федерации на безвозмездной основе в управлении
общественно-государственными организациями,
участвующими в развитии военно-прикладных
и служебно-прикладных видов спорта",1,353,0.5810546875
145144,Росрезерв,Проект ведомственного акта,"Об утверждении Положения об оплате труда работников федеральных государственных казенных учреждений, подведомственных Федеральному агентству по государственным резервам",1,357,0.435546875
145143,Минсельхоз России,Проект ведомственного акта,"Об утверждении порядка ведения реестров кредитных договоров, включения сельскохозяйственных товаропроизводителей (за исключением сельскохозяйственных кредитных потребительских кооперативов), организаций и индивидуальных предпринимателей, осуществляющих производство, первичную и (или) последующую (промышленную) переработку сельскохозяйственной продукции и ее реализацию, содержащихся в реестре потенциальных заемщиков, в реестр заемщиков и исключения из него, а также форм документов, предусмотренных решением о порядке предоставления субсидий, в рамках решения о порядке предоставления субсидии в целях возмещения недополученных российскими кредитными организациями, международными финансовыми организациями и государственной корпорацией развития «ВЭБ.РФ» доходов по кредитам, выданным сельскохозяйственным товаропроизводителям (за исключением сельскохозяйственных кредитных потребительских кооперативов), организациям и индивидуальным предпринимателям, осуществляющим производство, первичную и (или) последующую (промышленную) переработку сельскохозяйственной расходов продукции и ее реализацию, по льготной ставке",1,364,0.599609375
145138,Минтранс России,Проект ведомственного акта,"О внесении изменений в Обязательные постановления
в морском порту Нарьян-Мар, утвержденные приказом Министерства транспорта Российской Федерации от 12 декабря 2013 г. № 463",1,336,0.4384765625
145140,Минтруд России,Проект ведомственного акта,"Проект приказа Министерства труда и социальной защиты Российской Федерации и Министерства здравоохранения Российской Федерации 
«Об утверждении перечня медицинских обследований, необходимых для получения клинико-функциональных данных в зависимости от заболевания в целях проведения медико-социальной экспертизы»",1,1063,0.5908203125
145135,Росстандарт,Проект ведомственного акта,О внесении изменений в приказ Федерального агентства по техническому регулированию и метрологии от 29 декабря 2021 г. № 3069,1,384,0.3427734375
145137,МВД России,Проект федерального закона,О внесении изменений в Кодекс Российской Федерации об административных правонарушениях,1,705,0.2841796875
145136,Минспорт России,Проект ведомственного акта,Об утверждении положения о спортивных судьях,0.142857,341,0.2060546875
145132,Минприроды России,Проект постановления Правительства Российской Федерации,"Проект постановления Правительства Российской Федерации 
«Об утверждении Правил подготовки, утверждения и размещения 
в информационно-телекоммуникационной сети «Интернет» специальных карт (схем)»",1,381,0.548828125
145134,Минкультуры России,Проект ведомственного акта,"Об утверждении перечня и упрощенного порядка проведения работ по ремонту объектов культурного наследия, включенных в единый государственный реестр объектов культурного наследия (памятников истории и культуры) народов Российской Федерации, выявленных объектов культурного наследия (за исключением зданий и мемориальных квартир), увековечивающих память о событиях, об участниках и о жертвах Великой Отечественной войны",0,398,0.6015625
145133,Минсельхоз России,Проект ведомственного акта,"О внесении изменений в некоторые приказы Министерства сельского хозяйства Российской Федерации по вопросам осуществления профилактических, диагностических, лечебных, ограничительных и иных мероприятий, установления и отмены на территории Российской Федерации карантина и иных ограничений, направленных на предотвращение распространения и ликвидацию очагов заразных болезней животных",1,453,0.5947265625
145131,Минприроды России,Проект ведомственного акта,Об утверждении порядка апробации результатов оценки прогнозных ресурсов полезных ископаемых,1,460,0.3076171875
145130,Минобрнауки России,Проект ведомственного акта,О конкурсной комиссии по проведению испытаний технологических конкурсов и конкурсов отдельных заданий в целях реализации федерального проекта «Перспективные технологии для беспилотных авиационных систем»,1,334,0.515625
145128,Росстандарт,Проект ведомственного акта,О внесении изменений в приказ Федерального агентства по техническому регулированию и метрологии от 24 января 2022 г. № 160,1,359,0.33984375
145125,Минэкономразвития России,Проект ведомственного акта,"Об утверждении Порядка оформления и подачи заявки на создание особой экономической зоны либо на увеличение площади созданной особой экономической зоны, в том числе перечня документов, прилагаемых к заявке",1,390,0.5224609375
145124,Минприроды России,Проект постановления Правительства Российской Федерации,"Проект постановления Правительства Российской Федерации 
«Об утверждении Порядка согласования строительства объектов капитального строительства, в случае если земельный участок расположен в границах месторождений полезных ископаемых, запасы которых учтены государственным балансом запасов полезных ископаемых, и (или) в границах участков недр, предоставленных в пользование в виде горного отвода, оснований для отказа в таком согласовании»",0,469,0.64453125
145123,Минвостокразвития России,Проект ведомственного акта,"О внесении изменений в Положение об оплате труда работников федерального казенного учреждения «Объект № 5066» Министерства Российской Федерации по развитию Дальнего Востока и Арктики, утвержденное приказом Минвостокразвития России от 17.08.2022 № 105",1,183,0.6064453125
145122,Минпросвещения России,Проект ведомственного акта,"О признании утратившим силу приказа Министерства просвещения Российской Федерации от 12 мая 2022 г. № 325 «Об утверждении Порядка взаимодействия оператора реестра победителей чемпионатов по профессиональному мастерству среди инвалидов и лиц с ограниченными возможностями здоровья «Абилимпикс» и исполнителя, осуществляющего перечисление денежных средств продавцу в целях реализации сертификатов победителями чемпионатов по профессиональному мастерству среди инвалидов и лиц с ограниченными возможностями здоровья «Абилимпикс",1,327,0.5830078125
145120,Минпросвещения России,Проект постановления Правительства Российской Федерации,Об утверждении Правил предоставления меры социальной поддержки победителям чемпионатов по профессиональному мастерству среди инвалидов и лиц с ограниченными возможностями здоровья «Абилимпикс» с использованием электронного сертификата,1,354,0.634765625
145119,Ространснадзор,Проект ведомственного акта,"Об утверждении положений о порядке выплаты ежемесячной надбавки к должностному окладу за особые условия государственной гражданской службы, о порядке премирования и единовременного поощрения, о порядке выплаты материальной помощи и единовременной выплаты при предоставлении ежегодного оплачиваемого отпуска государственным гражданским служащим и работникам, замещающим должности, не являющиеся должностями федеральной государственной гражданской службы Федеральной службы по надзору в сфере транспорта и руководителям территориальных органов Федеральной службы по надзору в сфере транспорта",1,285,0.5869140625
145121,Роспотребнадзор,Проект ведомственного акта,Санитарные правила и нормы «Санитарно-эпидемиологические требования по обеспечению безопасности персонала космодромов при работе с чрезвычайно и высокоопасными компонентами ракетных топлив»,1,288,0.4853515625
145126,Минтранс России,Проект постановления Правительства Российской Федерации,"О внесении изменений в приложение № 3 к государственной программе Российской Федерации ""Развитие транспортной системы""",1,424,0.404296875
145129,Минтранс России,Проект федерального закона,"О внесении изменений в Федеральный закон от 29.12.2022 N 627-ФЗ ""О внесении изменений в Федеральный закон ""О государственном контроле за осуществлением международных автомобильных перевозок и об ответственности за нарушение порядка их выполнения"" и статью 3.1 Федерального закона ""Устав автомобильного транспорта и городского наземного электрического транспорта""",1,393,0.5703125
145118,СФР,Проект ведомственного акта,"Об утверждении Порядка определения предельно допустимого значения просроченной кредиторской задолженности, превышение которого влечет расторжение трудового договора с руководителем подведомственного Фонду пенсионного и социального страхования Российской Федерации федерального государственного бюджетного учреждения по инициативе работодателя в соответствии с Трудовым кодексом Российской Федерации",0,321,0.5751953125
145117,Росавиация,Проект ведомственного акта,Приказ об установлении приаэродромной территории аэродрома гражданской авиации Жиганск,1,333,0.2861328125
145116,Росалкогольтабакконтроль,Проект ведомственного акта,"О Перечне должностей федеральной государственной гражданской службы в территориальных органах Федеральной службы по контролю за алкогольным и табачным рынками, по которым предусматривается ротация федеральных государственных гражданских служащих",1,283,0.60546875
145115,Минздрав России,Проект постановления Правительства Российской Федерации,"Об утверждении Правил принятия решения об ограничении прав пациента, выбора формы и продолжительности устанавливаемых ограничений прав пациента, а также извещения пациента о принятии такого решения",1,633,0.548828125
145114,Минздрав России,Проект ведомственного акта,"О внесении изменений в форму типового договора на оказание и оплату медицинской помощи в рамках базовой программы обязательного медицинского страхования, утвержденную приказом Министерства здравоохранения Российской Федерации от 29 декабря 2020 г. № 1396н",1,478,0.5791015625
145113,Минздрав России,Проект постановления Правительства Российской Федерации,"Об утверждении Правил принятия решения об ограничении прав пациента, выбора формы и продолжительности устанавливаемых ограничений прав пациента, а также извещения пациента о принятии такого решения",1,609,0.55078125
145112,Минпромторг России,Проект постановления Правительства Российской Федерации,"Об индустриальных (промышленных) парках и управляющих компаниях индустриальных (промышленных) парков, промышленных технопарках и управляющих компаниях промышленных технопарков, технопарках в сфере высоких технологий и управляющих компаниях технопарков в сфере высоких технологий, расположенных на территориях Донецкой Народной Республики, Луганской Народной Республики, Запорожской области, Херсонской области и внесении изменений в некоторые акты Правительства Российской Федерации",1,333,0.650390625
145111,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Диффузорщик целлюлозы»,1,282,0.2568359375
145110,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Оператор автоматических и полуавтоматических линий по выработке щепы»,1,278,0.3427734375
145108,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Дизайнер-конструктор мебели»,1,283,0.267578125
145109,Минстрой России,Проект постановления Правительства Российской Федерации,"Об утверждении требований к содержанию результатов применения предусмотренных частью 6 статьи 15 Федерального закона «Технический регламент о безопасности зданий и сооружений» способов обоснования соответствия архитектурных, функционально-технологических, конструктивных, инженерно-технических и иных решений и мероприятий по обеспечению безопасности зданий, сооружений, процессов, осуществляемых на всех этапах их жизненного цикла, требованиям, установленным указанным Федеральным законом, порядку их подготовки и утверждения",0,1146,0.6533203125
145107,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Оператор линий по производству клееных конструкций из древесины»,1,276,0.3330078125
145106,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Оператор производства древесной массы из щепы»,1,273,0.2998046875
145105,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Контролер качества продукции деревообрабатывающих производств»,1,278,0.33203125
145104,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Варщик целлюлозы»,1,269,0.2470703125
145103,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Оператор линий по производству плит из древесных материалов»,1,275,0.3251953125
145102,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Оператор станков с числовым программным управлением по деревянным деталям и конструкциям»,1,276,0.37890625
145100,Минприроды России,Проект постановления Правительства Российской Федерации,"Об утверждении порядка организации деятельности общественных инспекторов по охране окружающей среды, порядка ведения перечня общественных инспекторов по охране окружающей среды, порядка проверки знаний, необходимых для осуществления общественного контроля в области охраны окружающей среды (общественного экологического контроля), в форме тестирования",1,411,0.6484375
145101,Минэкономразвития России,Проект постановления Правительства Российской Федерации,О внесении изменений в постановление Правительства Российской Федерации от 1 ноября 2023 г. № 1836,1,466,0.3759765625
145098,Минприроды России,Проект ведомственного акта,О признании утратившим силу приказа Министерства природных ресурсов и экологии Российской Федерации от 12 июля 2017 г. № 403,1,381,0.3544921875
145095,Минтранс России,Проект ведомственного акта,"Проект приказа Минтранса России ""Об утверждении пределов железнодорожного грузо-пассажирскоговременного многостороннего пункта пропуска через государственнуюграницу Российской Федерации Макушино (Курганская область)""",1,328,0.5341796875
145097,Минфин России,Проект постановления Правительства Российской Федерации,О внесении изменений в некоторые акты Правительства Российской Федерации,0,566,0.3232421875
145096,ФАС России,Проект ведомственного акта,"Об установлении тарифа на услуги ПАО «Транснефть» по транспортировке нефти по маршруту «Тихорецк - Туапсе - 2», оказываемые ПАО «НК «Роснефть»",1,306,0.37890625
145094,Центральный банк Российской Федерации,Проект ведомственного акта,О внесении изменений в Положение Банка России от 17 октября 2018 года № 655-П,1,412,0.3046875
145093,Росмолодежь,Проект ведомственного акта,"Об утверждении порядка согласования передачи некоммерческим организациям в качестве их учредителя или участника денежных средств (если иное не установлено условиями их предоставления) и иного имущества, за исключением особо ценного движимого имущества, закрепленного за федеральным государственным бюджетным учреждением, в отношении которого Федеральное агентство по делам молодежи осуществляет функции и полномочия учредителя, собственником или приобретенного федеральным государственным бюджетным учреждением, в отношении которого Федеральное агентство по делам молодежи осуществляет функции и полномочия учредителя, за счет средств, выделенных ему собственником на приобретение такого имущества, а также недвижимого имущества",1,287,0.5703125
145092,Росмолодежь,Проект ведомственного акта,"Об утверждении порядкапредварительного согласования совершения федеральным государственным бюджетным учреждением, в отношении которого Федеральное агентство по делам молодежи осуществляет функции и полномочия учредителя, крупных сделок",1,282,0.5625
145091,Минспорт России,Проект ведомственного акта,"О внесении изменения в положение о Единой всероссийской спортивной классификации, утвержденный приказом Министерства спорта Российской Федерации от 19.12.2022 № 1255",1,976,0.4248046875
145089,Минсельхоз России,Проект постановления Правительства Российской Федерации,"проект постановления Правительства Российской Федерации ""Об утверждения порядка взаимодействия федеральной государственной информационной системы в области карантина растений и иных государственных информационных систем""",1,793,0.6123046875
145090,Росмолодежь,Проект ведомственного акта,"Об утверждении порядка принятия решения об одобрении сделок с участием федерального государственного бюджетного учреждения, в отношении которого Федеральное агентство по делам молодежи осуществляет функции и полномочия учредителя, в совершении которых имеется заинтересованность",1,281,0.576171875
145087,Минсельхоз России,Проект ведомственного акта,"Об утверждении Ветеринарных правил определения зоосанитарного статуса объектов – земельных участков, зданий, помещений, строений, сооружений, с использованием которых физические и юридические лица осуществляют деятельность по выращиванию, содержанию и убою птиц, по производству, переработке и хранению продукции птицеводства",1,822,0.59375
145085,МЧС России,Проект ведомственного акта,"Об утверждении Порядка принятия почетных и специальных званий (кроме научных), наград иностранных государств, международных организаций, политических партий, иных общественных объединений, в том числе религиозных, и других организаций федеральными государственными служащими Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий",1,336,0.587890625
145088,Минкультуры России,Проект ведомственного акта,"Об утверждении Порядка принятия Министерством культуры Российской Федерации и его территориальными органами решений
о признании безнадежной к взысканию задолженности по платежам в федеральный бюджет",0,302,0.515625
145086,ФСИН России,Проект ведомственного акта,"Об утверждении порядка учета и хранения денег, ценных бумаг и иных ценностей осужденных и лиц, содержащихся под стражей",1,326,0.3525390625
145083,Минсельхоз России,Проект постановления Правительства Российской Федерации,"проект постановления Правительства Российской Федерации ""Об утверждении правил регистрации граждан, юридических лиц, участвующих в получении (предоставлении) государственных услуг в области карантина растений, юридических лиц, индивидуальных предпринимателей, осуществляющих карантинное фитосанитарное обеззараживание подкарантинной продукции, подкарантинных объектов, и представления сведений и информации в федеральную государственную информационную систему в области карантина растений, в том числе с использованием информационно-телекоммуникационных сетей, в том числе сети «Интернет», включая единый портал государственных и муниципальных услуг, сроки предоставления сведений и информации, требования к обеспечению доступа к сведениям и информации, содержащейся в такой системе""",1,817,0.6484375
145082,Минсельхоз России,Проект постановления Правительства Российской Федерации,О внесении изменений в постановление Правительства Российской Федерации от 30 апреля 2023 г. № 532,0,418,0.3935546875
145081,МЧС России,Проект ведомственного акта,"Об утверждении Квалификационных требований к уровню профессиональной подготовки и стажу, предъявляемых к военнослужащим спасательных воинский формирований МЧС России, замещающим должности профессорско-преподавательского и научного состава в военной образовательной организации высшего образования МЧС России",1,352,0.5703125
145079,ГФС России,Проект постановления Правительства Российской Федерации,О внесении изменения в пункт 1 постановления Совета Министров – Правительства Российской Федерации от 22 сентября 1993 г. № 941,1,351,0.400390625
145080,Минприроды России,Проект ведомственного акта,Об утверждении Положения о Приокско-Террасном государственном природном биосферном заповеднике,1,325,0.3134765625
145078,МЧС России,Проект ведомственного акта,"Об утверждении Квалификационных требований к стажу службы в федеральной противопожарной службе, стажу (опыту) работы по специальности, направлению подготовки, профессиональным знаниям и навыкам, предъявляемых к сотрудникам федеральной противопожарной службы Государственной противопожарной службы МЧС России, замещающим должности профессорско-преподавательского и научного состава в образовательных организациях высшего образования МЧС России и научно-исследовательских учреждениях МЧС России",1,448,0.5791015625
145077,ФАС России,Проект ведомственного акта,Об утверждении Положения об организации и ведении гражданской обороны в Федеральной антимонопольной службе и ее территориальных органах,1,299,0.373046875
145076,Минкультуры России,Проект ведомственного акта,"Об утверждении границ территории объекта культурного наследия федерального значения – достопримечательное место «Бородинское поле и памятники на нем», а также требований к осуществлению деятельности и градостроительному регламенту в границах территории указанного объекта культурного наследия федерального значения",1,314,0.5869140625
145075,Росреестр,Проект постановления Правительства Российской Федерации,"О внесении изменений в Правила предоставления документов, направляемых или предоставляемых в соответствии с частями 1, 3 – 10, 12 – 13.3, 15 – 15.4 статьи 32 Федерального закона 
«О государственной регистрации недвижимости» в федеральный орган исполнительной власти (его территориальные органы), уполномоченный Правительством Российской Федерации 
на осуществление государственного кадастрового учета, государственной регистрации прав, ведение Единого государственного реестра недвижимости»",0,432,0.6103515625
145074,Минцифры России,Проект постановления Правительства Российской Федерации,"О внесении изменения в Правила уведомления организаторами распространения информации в информационно-телекоммуникационной сети «Интернет» Федеральной службы по надзору в сфере связи, информационных технологий и массовых коммуникаций о начале осуществления деятельности по обеспечению функционирования информационных систем и (или) программ для электронных вычислительных машин, которые предназначены и (или) используются для приема, передачи, доставки и (или) обработки электронных сообщений пользователей информационно-телекоммуникационной сети «Интернет», а также ведения реестра указанных организаторов, утвержденные постановлением Правительства Российской Федерации от 12 ноября 2020 г. № 1824",0,898,0.642578125
145073,Минцифры России,Проект постановления Правительства Российской Федерации,О внесении изменений в Положение о государственной автоматизированной системе правовой статистики,1,692,0.369140625
145072,Минобрнауки России,Проект ведомственного акта,Об утверждении Положения о научно-техническом совете Федеральной научно-технической программы развития генетических технологий на 2019–2030 годы,1,302,0.3994140625
145069,Минэнерго России,Проект постановления Правительства Российской Федерации,О внесении изменений в постановление Правительства Российской Федерации от 10 ноября 2020 г. № 1809,1,578,0.361328125
145070,Минобрнауки России,Проект постановления Правительства Российской Федерации,О внесении изменений в некоторые акты Правительства Российской Федерации,0,589,0.3349609375
145068,Минсельхоз России,Проект ведомственного акта,Об утверждении Административного регламента Министерства сельского хозяйства Российской Федерации по предоставлению государственной услуги по государственной регистрации пестицидов и (или) агрохимикатов,1,324,0.5126953125
145071,Минпромторг России,Проект постановления Правительства Российской Федерации,О внесении изменения в постановление Правительства Российской Федерации от 30 апреля 2009 г. № 372,1,437,0.3642578125
